Unnamed: 0,Unnamed: 1,DATA,DATA.1
Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage (kWh)
12,1584792000000,8.517,0
13,1584795600000,7.461,0.123
14,1584799200000,6.075,6.114
15,1584802800000,3.633,0.198
16,1584806400000,1.215,0.327
17,1584810000000,0.34500000000000003,0.243
18,1584813600000,0.069,1.0493999999999999
19,1584817200000,0.021,12.3948
20,1584820800000,0.006,3.7422
21,1584824400000,0.024,1.929
22,1584828000000,0,1.188
23,1584831600000,0,1.5585
0,1584835200000,0,0.8959104
1,1584838800000,0,0.32596739999999996
2,1584842400000,0,0.169983
3,1584846000000,0,0.213
4,1584849600000,0.021,0.324
5,1584853200000,0,0.36
6,1584856800000,0.012,0.246
7,1584860400000,0.252,0.543
8,1584864000000,2.082,0.741
9,1584867600000,1.3679999999999999,0.792
10,1584871200000,8.31,0.192
11,1584874800000,3.942,0.042
12,1584878400000,7.749,0
13,1584882000000,2.097,0.39
14,1584885600000,1.647,0.186
15,1584889200000,0.582,0.246
16,1584892800000,0.447,0.306
17,1584896400000,0.252,0.594
18,1584900000000,0.081,1.056
19,1584903600000,0.003,4.983
20,1584907200000,0,2.0987999999999998
21,1584910800000,0.012,1.419
22,1584914400000,0.018000000000000002,1.068
23,1584918000000,0,1.2435
0,1584921600000,0,0.23197679999999998
1,1584925200000,0,0.1859814
2,1584928800000,0,0.3135
3,1584932400000,0,0.717
4,1584936000000,0.006,0.489
5,1584939600000,0.012,0.582
6,1584943200000,0,0.492
7,1584946800000,0.168,1.359
8,1584950400000,0.48,1.131
9,1584954000000,0.6930000000000001,22.815
10,1584957600000,3.102,2.115
11,1584961200000,6.306,0.078
12,1584964800000,8.742,0
13,1584968400000,7.899,0
14,1584972000000,1.683,6.963
15,1584975600000,2.967,0.552
16,1584979200000,0.75,0.645
17,1584982800000,0.315,0.435
18,1584986400000,0.117,35.2572
19,1584990000000,0.033,3.6894
20,1584993600000,0.015,1.2671999999999999
21,1584997200000,0.018000000000000002,0.669
22,1585000800000,0.021,1.2810000000000001
23,1585004400000,0,0.9179082
0,1585008000000,0,0.8839115999999999
1,1585011600000,0,0.1559844
2,1585015200000,0,0.389961
3,1585018800000,0,0.561
4,1585022400000,0.009000000000000001,0.198
5,1585026000000,0,0.222
6,1585029600000,0,0.23700000000000002
7,1585033200000,0.105,0.507
8,1585036800000,0.5640000000000001,0.594
9,1585040400000,0.8280000000000001,1.098
10,1585044000000,1.071,0.243
11,1585047600000,1.983,2.082
12,1585051200000,2.793,2.037
13,1585054800000,4.065,1.83
14,1585058400000,1.92,2.001
15,1585062000000,1.791,2.055
16,1585065600000,0.972,0.20700000000000002
17,1585069200000,0.39,0.264
18,1585072800000,0.084,0.6072000000000001
19,1585076400000,0.009000000000000001,2.3958
20,1585080000000,0,4.0656
21,1585083600000,0.006,2.094
22,1585087200000,0.027,1.806
23,1585090800000,0,1.9500000000000002
0,1585094400000,0,3.486318
1,1585098000000,0,0.319968
2,1585101600000,0,0.20397959999999998
3,1585105200000,0,0.609
4,1585108800000,0.027,0.228
5,1585112400000,0.009000000000000001,0.219
6,1585116000000,0.009000000000000001,0.21
7,1585119600000,0.135,1.155
8,1585123200000,0.741,1.239
9,1585126800000,1.1400000000000001,0.246
10,1585130400000,1.5630000000000002,21.846
11,1585134000000,1.422,0.213
12,1585137600000,2.022,2.466
13,1585141200000,2.664,1.08
14,1585144800000,2.571,1.401
15,1585148400000,2.979,0.495
16,1585152000000,0.489,1.017
17,1585155600000,0.624,0.294
18,1585159200000,0.111,4.5012
19,1585162800000,0.018000000000000002,31.7922
20,1585166400000,0.018000000000000002,4.224
21,1585170000000,0,1.413
22,1585173600000,0,1.812
23,1585177200000,0,0.6839316
0,1585180800000,0,0.4219578
1,1585184400000,0,0.4039596
2,1585188000000,0,0.1839816
3,1585191600000,0,0.273
4,1585195200000,0.012,0.5670000000000001
5,1585198800000,0,0.306
6,1585202400000,0.012,0.654
7,1585206000000,0.606,0.918
8,1585209600000,1.635,0.54
9,1585213200000,5.757,0.159
10,1585216800000,7.5120000000000005,0
11,1585220400000,1.209,0.669
12,1585224000000,9.216,0.009000000000000001
13,1585227600000,8.961,0.321
14,1585231200000,7.44,0.132
15,1585234800000,1.83,0.342
16,1585238400000,2.34,0.291
17,1585242000000,0.41100000000000003,0.864
18,1585245600000,0.078,3.6102
19,1585249200000,0.006,3.1614
20,1585252800000,0.003,2.5938
21,1585256400000,0.006,1.8599999999999999
22,1585260000000,0.006,25.155
23,1585263600000,0,0.7319268
0,1585267200000,0,0.41195879999999996
1,1585270800000,0,0.3059694
2,1585274400000,0,0.139986
3,1585278000000,0,0.198
4,1585281600000,0.003,0.507
5,1585285200000,0.003,0.5670000000000001
6,1585288800000,0.018000000000000002,0.507
7,1585292400000,0.291,1.2690000000000001
8,1585296000000,0.777,1.068
9,1585299600000,1.587,0.30000000000000004
10,1585303200000,1.005,0.657
11,1585306800000,0.867,7.419
12,1585310400000,0.873,2.091
13,1585314000000,1.611,1.6139999999999999
14,1585317600000,1.662,1.704
15,1585321200000,1.131,2.121
16,1585324800000,1.8900000000000001,1.929
17,1585328400000,0.183,8.028
18,1585332000000,0.018000000000000002,11.6424
19,1585335600000,0,2.7324
20,1585339200000,0.021,6.6264
21,1585342800000,0.003,3.429
22,1585346400000,0,26.748
23,1585350000000,0,1.7958204
0,1585353600000,0,0.34996499999999997
1,1585357200000,0,0.3359664
2,1585360800000,0,0.1439856
3,1585364400000,0,0.28500000000000003
4,1585368000000,0.027,0.366
5,1585371600000,0.006,0.507
6,1585375200000,0.003,0.747
7,1585378800000,0.23700000000000002,0.984
8,1585382400000,0.28200000000000003,0.8310000000000001
9,1585386000000,0.663,3.516
10,1585389600000,0.648,0.47100000000000003
11,1585393200000,0.804,0.426
12,1585396800000,0.8220000000000001,21.618
13,1585400400000,0.858,0.678
14,1585404000000,0.99,0.852
15,1585407600000,1.395,0.24
16,1585411200000,1.995,0.186
17,1585414800000,0.498,0.513
18,1585418400000,0.165,8.613
19,1585422000000,0.015,4.3428
20,1585425600000,0.024,4.9302
21,1585429200000,0.015,2.901
22,1585432800000,0.012,33.513
23,1585436400000,0,1.1458854
0,1585440000000,0,0.669933
1,1585443600000,0,0.1939806
2,1585447200000,0,0.18998099999999998
3,1585450800000,0,0.621
4,1585454400000,0,0.396
5,1585458000000,0.012,0.23700000000000002
6,1585461600000,0.23700000000000002,10.485
7,1585465200000,0.8250000000000001,10.197
8,1585468800000,1.542,0.8310000000000001
9,1585472400000,6.15,0.057
10,1585476000000,3.042,0.591
11,1585479600000,9.03,0.20700000000000002
12,1585483200000,3.987,0.786
13,1585486800000,5.247,0.615
14,1585490400000,3.528,0.381
15,1585494000000,1.77,0.891
16,1585497600000,0.375,1.113
17,1585501200000,0.147,1.251
18,1585504800000,0.15,14.355
19,1585508400000,0.012,3.9666
20,1585512000000,0.021,3.7554
21,1585515600000,0.009000000000000001,1.62
22,1585519200000,0.018000000000000002,33.651
23,1585522800000,0,0.9819017999999999
0,1585526400000,0,6.1433856
1,1585530000000,0,0.16398359999999998
2,1585533600000,0,0.3079692
3,1585537200000,0,0.318
4,1585540800000,0.015,0.507
5,1585544400000,0.015,0.243
6,1585548000000,0.018000000000000002,0.252
7,1585551600000,1.287,0.363
8,1585555200000,1.686,5.334
9,1585558800000,2.835,5.409
10,1585562400000,1.8,0.456
11,1585566000000,1.8359999999999999,0.192
12,1585569600000,1.9380000000000002,4.605
13,1585573200000,0.768,8.604
14,1585576800000,0.309,1.017
15,1585580400000,0.435,0.927
16,1585584000000,0.186,2.448
17,1585587600000,0.15,7.848
18,1585591200000,0.057,22.9548
19,1585594800000,0.009000000000000001,2.5476
20,1585598400000,0,3.1218
21,1585602000000,0.009000000000000001,1.554
22,1585605600000,0.018000000000000002,1.8
23,1585609200000,0,0.6319368
0,1585612800000,0,0.7739226
1,1585616400000,0,0.8199179999999999
2,1585620000000,0,0.2539746
3,1585623600000,0,0.456
4,1585627200000,0.009000000000000001,0.24
5,1585630800000,0.018000000000000002,0.753
6,1585634400000,0.009000000000000001,0.597
7,1585638000000,0.546,0.633
8,1585641600000,1.056,7.185
9,1585645200000,2.799,1.491
10,1585648800000,2.598,1.248
11,1585652400000,2.64,25.227
12,1585656000000,1.437,0.777
13,1585659600000,1.026,0.54
14,1585663200000,1.242,0.786
15,1585666800000,0.684,0.777
16,1585670400000,0.105,1.77
17,1585674000000,0.297,9.72
18,1585677600000,0.36,2.673
19,1585681200000,0.003,2.1714
20,1585684800000,0.015,10.5468
21,1585688400000,0.009000000000000001,1.491
22,1585692000000,0.006,1.5779999999999998
23,1585695600000,0,1.0118988
0,1585699200000,0,0.8019198
1,1585702800000,0,0.6159384
2,1585706400000,0,0.3739626
3,1585710000000,0,0.228
4,1585713600000,0.003,0.354
5,1585717200000,0,0.249
6,1585720800000,0.339,0.624
7,1585724400000,0.426,0.624
8,1585728000000,0.417,7.728
9,1585731600000,0.762,0.741
10,1585735200000,0.873,0.34500000000000003
11,1585738800000,0.909,5.871
12,1585742400000,1.608,8.25
13,1585746000000,2.382,0.75
14,1585749600000,0.591,2.007
15,1585753200000,1.446,2.487
16,1585756800000,1.104,3.138
17,1585760400000,0.297,1.5390000000000001
18,1585764000000,0.063,4.9764
19,1585767600000,0,3.498
20,1585771200000,0,2.8314
21,1585774800000,0.009000000000000001,1.569
22,1585778400000,0.006,9.813
23,1585782000000,0,0.729927
0,1585785600000,0,0.6919308
1,1585789200000,0,0.3979602
2,1585792800000,0,0.1419858
3,1585796400000,0,0.312
4,1585800000000,0.006,0.489
5,1585803600000,0,0.222
6,1585807200000,0,0.6000000000000001
7,1585810800000,0.228,1.932
8,1585814400000,0.513,0.669
9,1585818000000,1.275,0.39
10,1585821600000,2.193,2.2800000000000002
11,1585825200000,4.017,27.381
12,1585828800000,3.552,2.208
13,1585832400000,1.737,2.3970000000000002
14,1585836000000,1.521,2.529
15,1585839600000,1.077,7.884
16,1585843200000,0.5730000000000001,6.06
17,1585846800000,0.18,4.242
18,1585850400000,0.084,57.4398
19,1585854000000,0.009000000000000001,3.5772
20,1585857600000,0,3.201
21,1585861200000,0.015,1.311
22,1585864800000,0.009000000000000001,1.473
23,1585868400000,0,0.7039295999999999
0,1585872000000,0,0.7519248
1,1585875600000,0,0.3339666
2,1585879200000,0,0.20397959999999998
3,1585882800000,0,0.35100000000000003
4,1585886400000,0,0.20700000000000002
5,1585890000000,0.024,0.354
6,1585893600000,0.009000000000000001,0.504
7,1585897200000,0.441,0.717
8,1585900800000,2.667,0.252
9,1585904400000,0.8280000000000001,0.432
10,1585908000000,2.127,1.404
11,1585911600000,1.5779999999999998,0.657
12,1585915200000,4.485,31.692
13,1585918800000,1.764,0.603
14,1585922400000,2.802,0.909
15,1585926000000,3.594,4.008
16,1585929600000,1.095,0.28800000000000003
17,1585933200000,0.588,0.579
18,1585936800000,0.153,2.1714
19,1585940400000,0,4.9764
20,1585944000000,0.012,13.8006
21,1585947600000,0,4.494
22,1585951200000,0.012,5.367
23,1585954800000,0,0.9059094
0,1585958400000,0,0.9679032
1,1585962000000,0,0.1539846
2,1585965600000,0,0.19998000000000002
3,1585969200000,0,0.462
4,1585972800000,0.006,0.462
5,1585976400000,0.015,0.324
6,1585980000000,0.606,0.228
7,1585983600000,1.437,24.711
8,1585987200000,0.975,0.597
9,1585990800000,3.315,0.363
10,1585994400000,2.6550000000000002,0.183
11,1585998000000,9.03,0
12,1586001600000,6.342,25.455
13,1586005200000,3.36,0.45
14,1586008800000,8.055,0.168
15,1586012400000,2.721,0.27
16,1586016000000,2.214,4.716
17,1586019600000,0.5670000000000001,5.13
18,1586023200000,0.099,2.0922
19,1586026800000,0.036000000000000004,3.8016
20,1586030400000,0.012,3.1284
21,1586034000000,0.006,2.331
22,1586037600000,0.009000000000000001,7.875
23,1586041200000,0,0.7979202
0,1586044800000,0,0.3939606
1,1586048400000,0,0.389961
2,1586052000000,0,0.1359864
3,1586055600000,0,0.306
4,1586059200000,0.009000000000000001,1.209
5,1586062800000,0.021,0.606
6,1586066400000,0.30000000000000004,0.513
7,1586070000000,1.5630000000000002,0.441
8,1586073600000,2.04,0.543
9,1586077200000,7.131,0.003
10,1586080800000,8.937,0.006
11,1586084400000,8.949,0.105
12,1586088000000,8.721,0.7020000000000001
13,1586091600000,7.878,0.105
14,1586095200000,5.817,0.20700000000000002
15,1586098800000,4.152,0.429
16,1586102400000,1.803,1.299
17,1586106000000,0.771,1.089
18,1586109600000,0.225,1.7886000000000002
19,1586113200000,0.033,2.376
20,1586116800000,0.012,3.2802
21,1586120400000,0.009000000000000001,1.191
22,1586124000000,0.003,1.2
23,1586127600000,0,0.5819418
0,1586131200000,0,0.8459154
1,1586134800000,0,0.24997499999999997
2,1586138400000,0,0.139986
3,1586142000000,0,0.498
4,1586145600000,0.012,0.579
5,1586149200000,0.009000000000000001,0.23700000000000002
6,1586152800000,0.66,0.504
7,1586156400000,1.6019999999999999,0.579
8,1586160000000,3.81,0.381
9,1586163600000,3.75,6.243
10,1586167200000,4.116,0.264
11,1586170800000,5.307,0.765
12,1586174400000,3.132,0.804
13,1586178000000,3.873,3.585
14,1586181600000,4.632,0.03
15,1586185200000,3.054,0.648
16,1586188800000,1.488,5.682
17,1586192400000,0.72,5.859
18,1586196000000,0.231,1.9932
19,1586199600000,0.036000000000000004,2.475
20,1586203200000,0,2.0987999999999998
21,1586206800000,0.006,1.5779999999999998
22,1586210400000,0.009000000000000001,1.953
23,1586214000000,0,0.9019098
0,1586217600000,0,0.5179482
1,1586221200000,0,0.1379862
2,1586224800000,0,0.139986
3,1586228400000,0,0.309
4,1586232000000,0.006,0.47100000000000003
5,1586235600000,0.006,0.228
6,1586239200000,0.312,0.34500000000000003
7,1586242800000,0.201,0.8190000000000001
8,1586246400000,0.606,0.858
9,1586250000000,1.464,1.182
10,1586253600000,1.908,0.36
11,1586257200000,4.563,0.312
12,1586260800000,3.426,0.516
13,1586264400000,3.5460000000000003,0.996
14,1586268000000,2.322,0.855
15,1586271600000,4.362,0.339
16,1586275200000,1.3980000000000001,0.339
17,1586278800000,0.774,1.05
18,1586282400000,0.216,2.739
19,1586286000000,0.039,13.4772
20,1586289600000,0.027,9.669
21,1586293200000,0.009000000000000001,1.521
22,1586296800000,0.009000000000000001,1.383
23,1586300400000,0,0.8239175999999999
0,1586304000000,0,0.49195079999999997
1,1586307600000,0,0.659934
2,1586311200000,0,0.32196779999999997
3,1586314800000,0,0.252
4,1586318400000,0.009000000000000001,0.36
5,1586322000000,0.018000000000000002,0.28500000000000003
6,1586325600000,0.132,0.579
7,1586329200000,0.14400000000000002,10.614
8,1586332800000,0.441,6.114
9,1586336400000,0.597,0.717
10,1586340000000,0.42,0.798
11,1586343600000,0.804,1.6800000000000002
12,1586347200000,3.789,17.46
13,1586350800000,1.698,3.678
14,1586354400000,0.993,3.015
15,1586358000000,1.623,1.08
16,1586361600000,0.915,1.947
17,1586365200000,0.438,1.9380000000000002
18,1586368800000,0.18,1.9866000000000001
19,1586372400000,0.027,24.585
20,1586376000000,0,7.7088
21,1586379600000,0.006,3.426
22,1586383200000,0.003,2.2560000000000002
23,1586386800000,0,1.0258974
0,1586390400000,0,0.4719528
1,1586394000000,0,0.3339666
2,1586397600000,0,0.139986
3,1586401200000,0,0.306
4,1586404800000,0.012,0.486
5,1586408400000,0.012,0.6000000000000001
6,1586412000000,0.006,1.194
7,1586415600000,0.231,1.3559999999999999
8,1586419200000,0.41100000000000003,0.369
9,1586422800000,1.086,0.225
10,1586426400000,0.396,0.276
11,1586430000000,1.149,0.8190000000000001
12,1586433600000,1.284,0.495
13,1586437200000,1.023,0.23700000000000002
14,1586440800000,1.095,0.246
15,1586444400000,1.365,0.483
16,1586448000000,0.555,0.582
17,1586451600000,0.315,0.639
18,1586455200000,0.08700000000000001,2.2374
19,1586458800000,0.042,13.464
20,1586462400000,0.018000000000000002,2.3958
21,1586466000000,0.012,1.7850000000000001
22,1586469600000,0.012,1.713
23,1586473200000,0,1.1278872
0,1586476800000,0,1.09989
1,1586480400000,0,0.5439456
2,1586484000000,0,0.2279772
3,1586487600000,0,0.21
4,1586491200000,0.024,0.23700000000000002
5,1586494800000,0.009000000000000001,0.597
6,1586498400000,0,0.597
7,1586502000000,0.336,0.54
8,1586505600000,0.45,0.249
9,1586509200000,0.41400000000000003,0.483
10,1586512800000,2.391,24.783
11,1586516400000,2.142,0.243
12,1586520000000,2.049,23.907
13,1586523600000,2.205,0.459
14,1586527200000,1.986,0.873
15,1586530800000,4.044,0.537
16,1586534400000,2.358,0.432
17,1586538000000,0.924,0.687
18,1586541600000,0.273,13.4772
19,1586545200000,0.027,3.6762
20,1586548800000,0.012,2.4816000000000003
21,1586552400000,0.018000000000000002,1.131
22,1586556000000,0.006,1.416
23,1586559600000,0,0.8139185999999999
0,1586563200000,0,0.7939206
1,1586566800000,0,0.7539246
2,1586570400000,0,0.3079692
3,1586574000000,0,0.309
4,1586577600000,0.018000000000000002,0.357
5,1586581200000,0.018000000000000002,0.246
6,1586584800000,0.417,0.549
7,1586588400000,0.375,0.9
8,1586592000000,0.561,0.621
9,1586595600000,0.981,24.498
10,1586599200000,0.681,0.276
11,1586602800000,1.347,0.264
12,1586606400000,1.335,0.678
13,1586610000000,1.215,0.459
14,1586613600000,1.005,0.231
15,1586617200000,0.597,0.249
16,1586620800000,0.81,0.369
17,1586624400000,0.219,1.098
18,1586628000000,0.12,1.617
19,1586631600000,0.03,1.0164
20,1586635200000,0.006,1.1286
21,1586638800000,0,0.801
22,1586642400000,0.009000000000000001,1.455
23,1586646000000,0,0.8419158
0,1586649600000,0,0.8639136
1,1586653200000,0,0.359964
2,1586656800000,0,0.3739626
3,1586660400000,0,0.28800000000000003
4,1586664000000,0.006,0.30000000000000004
5,1586667600000,0.015,0.423
6,1586671200000,0.009000000000000001,0.525
7,1586674800000,0.402,0.882
8,1586678400000,0.654,0.624
9,1586682000000,1.023,24.84
10,1586685600000,1.146,0.759
11,1586689200000,1.302,22.506
12,1586692800000,1.782,0.645
13,1586696400000,1.284,0.492
14,1586700000000,0.8130000000000001,0.561
15,1586703600000,0.765,0.438
16,1586707200000,0.41100000000000003,0.40800000000000003
17,1586710800000,0.6960000000000001,1.125
18,1586714400000,0.195,2.2044
19,1586718000000,0.021,1.2144
20,1586721600000,0,0.6666000000000001
21,1586725200000,0.006,0.303
22,1586728800000,0.006,0.663
23,1586732400000,0,0.483
0,1586736000000,0,0.708
1,1586739600000,0,0.5539446
2,1586743200000,0,0.3979602
3,1586746800000,0,0.45
4,1586750400000,0.012,0.225
5,1586754000000,0.006,0.225
6,1586757600000,0.23700000000000002,0.651
7,1586761200000,0.36,0.594
8,1586764800000,0.633,0.516
9,1586768400000,1.5630000000000002,0.447
10,1586772000000,1.494,0.333
11,1586775600000,1.752,0.318
12,1586779200000,1.413,0.20700000000000002
13,1586782800000,1.449,0.252
14,1586786400000,1.407,0.597
15,1586790000000,1.77,0.324
16,1586793600000,0.849,0.249
17,1586797200000,0.201,0.549
18,1586800800000,0.117,1.6896
19,1586804400000,0.039,1.5575999999999999
20,1586808000000,0,0.6666000000000001
21,1586811600000,0.015,0.306
22,1586815200000,0.006,0.312
23,1586818800000,0,0.309
0,1586822400000,0,0.582
1,1586826000000,0,0.479952
2,1586829600000,0,0.1519848
3,1586833200000,0,0.333
4,1586836800000,0.012,0.588
5,1586840400000,0.006,0.216
6,1586844000000,0.21,0.234
7,1586847600000,0.75,0.618
8,1586851200000,3.057,0.762
9,1586854800000,5.727,0.327
10,1586858400000,5.952,0.264
11,1586862000000,2.586,0.219
12,1586865600000,3.225,0.327
13,1586869200000,4.056,25.161
14,1586872800000,6.405,0.108
15,1586876400000,4.224,0.177
16,1586880000000,2.334,0.369
17,1586883600000,1.443,0.8280000000000001
18,1586887200000,0.48,2.5806
19,1586890800000,0.024,2.6004
20,1586894400000,0.009000000000000001,2.9238
21,1586898000000,0.006,1.032
22,1586901600000,0,25.683
23,1586905200000,0,5.5474452
0,1586908800000,0,0.7939206
1,1586912400000,0,0.2020798
2,1586916000000,0,0.37996199999999997
3,1586919600000,0,0.21
4,1586923200000,0.003,0.225
5,1586926800000,0.009000000000000001,0.495
6,1586930400000,0.216,0.924
7,1586934000000,0.492,2.574
8,1586937600000,1.119,2.349
9,1586941200000,1.041,1.944
10,1586944800000,1.857,2.217
11,1586948400000,2.157,7.572
12,1586952000000,4.263,9.288
13,1586955600000,1.947,0.231
14,1586959200000,2.529,0.528
15,1586962800000,2.493,0.327
16,1586966400000,1.5750000000000002,0.456
17,1586970000000,0.837,1.521
18,1586973600000,0.066,2.7786
19,1586977200000,0.054,2.4024
20,1586980800000,0.003,6.6066
21,1586984400000,0.006,1.488
22,1586988000000,0.018000000000000002,26.328
23,1586991600000,0,0.8819117999999999
0,1586995200000,0,0.6519347999999999
1,1586998800000,0,0.1379862
2,1587002400000,0,0.1959804
3,1587006000000,0,0.558
4,1587009600000,0.003,0.231
5,1587013200000,0.021,0.231
6,1587016800000,1.083,0.486
7,1587020400000,2.517,1.311
8,1587024000000,5.865,0.294
9,1587027600000,7.734,0
10,1587031200000,1.392,0.21
11,1587034800000,2.325,0.501
12,1587038400000,1.566,0.417
13,1587042000000,3.6390000000000002,0.642
14,1587045600000,1.26,0.456
15,1587049200000,1.521,0.5700000000000001
16,1587052800000,1.455,0.34500000000000003
17,1587056400000,0.666,0.849
18,1587060000000,0.264,10.329
19,1587063600000,0.024,3.6696
20,1587067200000,0.024,3.5376000000000003
21,1587070800000,0.006,1.7429999999999999
22,1587074400000,0.012,32.571
23,1587078000000,0,0.689931
0,1587081600000,0,0.2419758
1,1587085200000,0,0.32196779999999997
2,1587088800000,0,0.2919708
3,1587092400000,0,0.28800000000000003
4,1587096000000,0.012,0.354
5,1587099600000,0.018000000000000002,0.234
6,1587103200000,0.681,4.986
7,1587106800000,1.26,0.885
8,1587110400000,3.846,0.252
9,1587114000000,5.376,0
10,1587117600000,4.248,0.34500000000000003
11,1587121200000,3.816,0.186
12,1587124800000,4.143,0.156
13,1587128400000,6.195,0
14,1587132000000,5.232,0.30000000000000004
15,1587135600000,2.328,1.098
16,1587139200000,2.193,5.796
17,1587142800000,0.615,0.834
18,1587146400000,0.231,1.2144
19,1587150000000,0.009000000000000001,17.3118
20,1587153600000,0.012,7.3788
21,1587157200000,0.006,1.599
22,1587160800000,0.006,25.362
23,1587164400000,0,13.4805
0,1587168000000,0,1.119888
1,1587171600000,13.05,0.3159684
2,1587175200000,0,0.1659834
3,1587178800000,0,0.195
4,1587182400000,0.006,0.336
5,1587186000000,0.018000000000000002,0.252
6,1587189600000,0.987,0.588
7,1587193200000,2.916,5.571
8,1587196800000,4.983,0.879
9,1587200400000,6.534,0.708
10,1587204000000,7.587,0.321
11,1587207600000,8.415,0.243
12,1587211200000,8.106,0.456
13,1587214800000,7.413,0.654
14,1587218400000,6.048,0.375
15,1587222000000,4.101,0.51
16,1587225600000,1.812,0.6900000000000001
17,1587229200000,0.453,1.017
18,1587232800000,0.267,30.3204
19,1587236400000,0.057,1.9074
20,1587240000000,0,3.2406
21,1587243600000,0.003,1.533
22,1587247200000,0.006,26.187
23,1587250800000,0,0.9379061999999999
0,1587254400000,0,0.3859614
1,1587258000000,0,0.2259774
2,1587261600000,0,0.1539846
3,1587265200000,0,0.483
4,1587268800000,0.012,0.324
5,1587272400000,0.003,0.339
6,1587276000000,0.648,0.47400000000000003
7,1587279600000,3.096,0.885
8,1587283200000,5.103,0.381
9,1587286800000,6.564,0.516
10,1587290400000,7.65,0.192
11,1587294000000,8.307,0
12,1587297600000,8.043,0
13,1587301200000,7.494,0.363
14,1587304800000,5.976,0.225
15,1587308400000,4.122,0.045
16,1587312000000,1.875,0.501
17,1587315600000,0.429,0.34500000000000003
18,1587319200000,0.243,0.5742
19,1587322800000,0.039,5.1744
20,1587326400000,0,5.3526
21,1587330000000,0.021,1.125
22,1587333600000,0.015,25.596
23,1587337200000,0,1.5238475999999999
0,1587340800000,0,0.4039596
1,1587344400000,0,0.1259874
2,1587348000000,0,0.13398659999999998
3,1587351600000,0,0.456
4,1587355200000,0.009000000000000001,0.327
5,1587358800000,0.009000000000000001,0.234
6,1587362400000,0.789,0.231
7,1587366000000,2.469,0.447
8,1587369600000,4.527,1.302
9,1587373200000,5.973,1.221
10,1587376800000,6.969,0
11,1587380400000,7.8870000000000005,0.156
12,1587384000000,7.557,0.009000000000000001
13,1587387600000,6.768,0.219
14,1587391200000,5.316,0.033
15,1587394800000,3.633,0.399
16,1587398400000,2.568,0.459
17,1587402000000,0.783,0.429
18,1587405600000,0.339,5.4648
19,1587409200000,0.03,1.8678
20,1587412800000,0.015,2.6928
21,1587416400000,0.003,1.131
22,1587420000000,0.015,1.779
23,1587423600000,0,1.455
0,1587427200000,0,0.8639136
1,1587430800000,0,0.889911
2,1587434400000,0,0.8519148
3,1587438000000,0,0.30000000000000004
4,1587441600000,0,0.5700000000000001
5,1587445200000,0.003,0.231
6,1587448800000,0.906,0.231
7,1587452400000,2.022,6.588
8,1587456000000,4.149,0.249
9,1587459600000,6.39,0.279
10,1587463200000,7.308,0.063
11,1587466800000,8.535,0.057
12,1587470400000,8.214,24.987
13,1587474000000,6.45,1.32
14,1587477600000,5.604,1.6440000000000001
15,1587481200000,4.011,0.618
16,1587484800000,1.233,0.63
17,1587488400000,0.921,0.7020000000000001
18,1587492000000,0.426,1.782
19,1587495600000,0.048,1.3860000000000001
20,1587499200000,0.015,1.98
21,1587502800000,0.006,1.425
22,1587506400000,0,1.176
23,1587510000000,0,0.8459154
0,1587513600000,0,0.32796719999999996
1,1587517200000,0,0.29597039999999997
2,1587520800000,0,0.1279872
3,1587524400000,0,0.318
4,1587528000000,0.006,0.33
5,1587531600000,0,0.486
6,1587535200000,0.711,0.462
7,1587538800000,2.931,0.498
8,1587542400000,4.977,0.582
9,1587546000000,6.684,6.117
10,1587549600000,7.374,24.543
11,1587553200000,8.325,0.114
12,1587556800000,7.926,0.078
13,1587560400000,7.314,0.015
14,1587564000000,6.285,0.054
15,1587567600000,4.191,0.47100000000000003
16,1587571200000,2.112,8.469
17,1587574800000,0.606,0.999
18,1587578400000,0.363,0.9570000000000001
19,1587582000000,0.111,0.8184
20,1587585600000,0.009000000000000001,2.7720000000000002
21,1587589200000,0,1.326
22,1587592800000,0.015,2.118
23,1587596400000,0,1.459854
0,1587600000000,0,1.1518848
1,1587603600000,0,0.5739426
2,1587607200000,0,0.5619438
3,1587610800000,0,0.741
4,1587614400000,0.018000000000000002,0.765
5,1587618000000,0.021,0.66
6,1587621600000,1.197,1.182
7,1587625200000,3.159,7.515
8,1587628800000,5.592,0.03
9,1587632400000,5.271,1.254
10,1587636000000,1.371,1.845
11,1587639600000,7.461,1.53
12,1587643200000,4.341,0.07200000000000001
13,1587646800000,6.666,0.384
14,1587650400000,5.211,0.243
15,1587654000000,3.966,0.20700000000000002
16,1587657600000,1.998,0.5670000000000001
17,1587661200000,0.912,0.5670000000000001
18,1587664800000,0.426,12.243
19,1587668400000,0.03,13.4442
20,1587672000000,0.003,8.975999999999999
21,1587675600000,0.006,1.548
22,1587679200000,0.024,1.7309999999999999
23,1587682800000,0,0.6939306
0,1587686400000,0,1.129887
1,1587690000000,0,1.239876
2,1587693600000,0,0.209979
3,1587697200000,0,0.28800000000000003
4,1587700800000,0.015,0.606
5,1587704400000,0.003,0.47400000000000003
6,1587708000000,0.549,0.489
7,1587711600000,0.537,0.264
8,1587715200000,1.182,1.2810000000000001
9,1587718800000,2.355,1.488
10,1587722400000,2.775,0.153
11,1587726000000,2.6310000000000002,0.14100000000000001
12,1587729600000,2.856,0.153
13,1587733200000,2.349,0.417
