Unnamed: 0,Unnamed: 1,DATA,DATA.1
Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage (kWh)
2,1580004000000,0,0.14798519999999998
3,1580007600000,0,0.47400000000000003
4,1580011200000,0,0.213
5,1580014800000,0.012,0.222
6,1580018400000,0.006,1.044
7,1580022000000,0.324,1.851
8,1580025600000,1.314,0.537
9,1580029200000,1.3980000000000001,0.531
10,1580032800000,1.659,24.738
11,1580036400000,5.505,0.5700000000000001
12,1580040000000,4.758,0.555
13,1580043600000,1.542,0.762
14,1580047200000,0.40800000000000003,0.585
15,1580050800000,0.042,0.753
16,1580054400000,0,1.599
17,1580058000000,0.003,5.346
18,1580061600000,0,4.0128
19,1580065200000,0.006,2.1714
20,1580068800000,0.015,0.8118000000000001
21,1580072400000,0.006,1.017
22,1580076000000,0.015,1.332
23,1580079600000,0,1.1745
0,1580083200000,0,1.4338566
1,1580086800000,0,0.1539846
2,1580090400000,0,0.2020798
3,1580094000000,0,0.186
4,1580097600000,0,0.234
5,1580101200000,0.012,0.318
6,1580104800000,0.012,0.708
7,1580108400000,0.432,0.489
8,1580112000000,1.329,6.96
9,1580115600000,2.079,0.807
10,1580119200000,2.043,30.576
11,1580122800000,1.662,27.165
12,1580126400000,0.579,7.857
13,1580130000000,0.264,2.745
14,1580133600000,0.075,3.198
15,1580137200000,0.03,3.342
16,1580140800000,0.012,3.27
17,1580144400000,0.015,2.883
18,1580148000000,0,4.95
19,1580151600000,0.009000000000000001,3.9006
20,1580155200000,0.015,5.9004
21,1580158800000,0.006,3.435
22,1580162400000,0.009000000000000001,3.411
23,1580166000000,0,2.2237776
0,1580169600000,0,1.3318668
1,1580173200000,0,1.3238676
2,1580176800000,0,1.5058494
3,1580180400000,0,2.064
4,1580184000000,0,1.845
5,1580187600000,0.006,0.231
6,1580191200000,0.015,0.231
7,1580194800000,0.42,4.344
8,1580198400000,0.6930000000000001,1.104
9,1580202000000,1.029,6.03
10,1580205600000,3.609,25.851
11,1580209200000,1.158,5.52
12,1580212800000,5.499,2.724
13,1580216400000,0.7020000000000001,0.222
14,1580220000000,0.501,0.243
15,1580223600000,0.048,1.1400000000000001
16,1580227200000,0.006,1.3860000000000001
17,1580230800000,0.012,1.671
18,1580234400000,0.006,3.1086
19,1580238000000,0.003,20.889
20,1580241600000,0.003,4.6464
21,1580245200000,0.009000000000000001,1.554
22,1580248800000,0.009000000000000001,1.626
23,1580252400000,0,0.5879411999999999
0,1580256000000,0,0.2879712
1,1580259600000,0,0.129987
2,1580263200000,0,0.12398759999999999
3,1580266800000,0,0.483
4,1580270400000,0,0.45
5,1580274000000,0.009000000000000001,0.228
6,1580277600000,0.006,1.7730000000000001
7,1580281200000,0.366,1.557
8,1580284800000,1.185,0.459
9,1580288400000,0.615,0.23700000000000002
10,1580292000000,1.803,0.20700000000000002
11,1580295600000,0.807,0.492
12,1580299200000,0.687,0.483
13,1580302800000,0.34800000000000003,2.085
14,1580306400000,0.189,1.857
15,1580310000000,0.057,0.255
16,1580313600000,0.012,10.836
17,1580317200000,0.018000000000000002,3.237
18,1580320800000,0.015,6.7188
19,1580324400000,0.018000000000000002,12.3354
20,1580328000000,0.012,1.8942
21,1580331600000,0.003,1.446
22,1580335200000,0,1.452
23,1580338800000,0,1.449
0,1580342400000,0,1.2978702
1,1580346000000,0,1.2378762
2,1580349600000,0,0.1279872
3,1580353200000,0,0.258
4,1580356800000,0,0.588
5,1580360400000,0,0.456
6,1580364000000,0.009000000000000001,4.182
7,1580367600000,0.588,1.137
8,1580371200000,1.665,0.222
9,1580374800000,2.22,0.375
10,1580378400000,3.273,0.597
11,1580382000000,0,0
12,1580385600000,4.251,0.372
13,1580389200000,4.23,0.03
14,1580392800000,3.561,0.099
15,1580396400000,0.738,0.234
16,1580400000000,0.246,0.252
17,1580403600000,0.027,0.606
18,1580407200000,0.015,15.0084
19,1580410800000,0.006,4.6002
20,1580414400000,0.009000000000000001,3.1152
21,1580418000000,0.003,1.3980000000000001
22,1580421600000,0.012,25.497
23,1580425200000,0,1.1438856
0,1580428800000,0,0.8319168
1,1580432400000,0,0.2239776
2,1580436000000,0,0.1359864
3,1580439600000,0,0.21
4,1580443200000,0,0.429
5,1580446800000,0.018000000000000002,0.28800000000000003
6,1580450400000,0.015,0.315
7,1580454000000,0.021,1.23
8,1580457600000,0,4.341
9,1580461200000,0.171,1.782
10,1580464800000,0.327,0.594
11,1580468400000,1.203,0.621
12,1580472000000,0.459,0.735
13,1580475600000,0.72,0.627
14,1580479200000,1.8210000000000002,0.933
15,1580482800000,0.879,0.543
16,1580486400000,0.20400000000000001,0.354
17,1580490000000,0.03,0.5730000000000001
18,1580493600000,0.012,3.7092
19,1580497200000,0.009000000000000001,1.6632
20,1580500800000,0.009000000000000001,11.649000000000001
21,1580504400000,0.006,1.176
22,1580508000000,0.018000000000000002,1.494
23,1580511600000,0,1.335
0,1580515200000,0,1.809819
1,1580518800000,0,1.2018798
2,1580522400000,0,0.9059094
3,1580526000000,0,0.219
4,1580529600000,0,0.234
5,1580533200000,0.006,0.24
6,1580536800000,0.024,0.618
7,1580540400000,0.003,8.922
8,1580544000000,0.195,1.296
9,1580547600000,0.645,0.741
10,1580551200000,1.8599999999999999,0.402
11,1580554800000,4.251,0.42
12,1580558400000,5.997,0.66
13,1580562000000,5.469,0.705
14,1580565600000,3.5460000000000003,0.618
15,1580569200000,1.5510000000000002,1.1219999999999999
16,1580572800000,0.126,0.774
17,1580576400000,0.057,0.966
18,1580580000000,0,14.2824
19,1580583600000,0.006,7.1874
20,1580587200000,0.018000000000000002,2.9172000000000002
21,1580590800000,0,29.625
22,1580594400000,0.021,1.26
23,1580598000000,0,0.9839015999999999
0,1580601600000,0,0.5759424
1,1580605200000,0,0.3879612
2,1580608800000,0,0.139986
3,1580612400000,0,0.189
4,1580616000000,0,0.447
5,1580619600000,0.021,0.222
6,1580623200000,0.027,0.231
7,1580626800000,0.006,0.912
8,1580630400000,0.234,2.874
9,1580634000000,1.143,0.6000000000000001
10,1580637600000,1.233,0.786
11,1580641200000,1.131,0.36
12,1580644800000,1.524,0.47400000000000003
13,1580648400000,2.5380000000000003,2.016
14,1580652000000,3.555,0.402
15,1580655600000,0.444,0.225
16,1580659200000,0.156,3.849
17,1580662800000,0.003,0.489
18,1580666400000,0.009000000000000001,16.1832
19,1580670000000,0.003,3.8609999999999998
20,1580673600000,0.024,2.6598
21,1580677200000,0.015,1.542
22,1580680800000,0.015,2.202
23,1580684400000,0,1.3518648
0,1580688000000,0,0.8579142
1,1580691600000,0,0.18998099999999998
2,1580695200000,0,0.29397059999999997
3,1580698800000,0,0.438
4,1580702400000,0,0.213
5,1580706000000,0.003,0.216
6,1580709600000,0.006,0.219
7,1580713200000,0.018000000000000002,0.324
8,1580716800000,0.021,1.1219999999999999
9,1580720400000,0.969,0.8130000000000001
10,1580724000000,1.221,0.513
11,1580727600000,2.613,1.119
